,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
2111,박준서,-0.13,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,-0.13,2015,2B,1981-12-11
2112,이해창,-0.13,14,11,10,0,1,0,0,0,1,1,0,1,1,0,0,5,0,0,0,,,,,,,-0.13,2011,C,1987-05-11
2113,박경완,-0.13,8,21,19,1,2,0,0,1,5,1,0,0,0,1,0,5,1,1,0,,,,,,,-0.13,2013,C,1972-07-11
2114,윤진호,-0.13,17,6,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,,,,-0.13,2010,SS,1986-06-23
2115,박준태,-0.13,51,88,66,15,11,2,1,0,15,4,2,1,13,6,0,20,0,3,0,,,,,,,-0.13,2015,CF,1991-07-26
2116,허준,-0.13,55,102,89,5,17,2,0,1,22,11,0,1,7,2,0,25,2,4,0,,,,,,,-0.13,2011,C,1981-07-20
2117,손용석,-0.13,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,,,,,,-0.13,2013,2B,1987-04-13
2118,장준원,-0.13,14,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,,,,,,,-0.13,2016,SS,1995-11-21
2119,안치홍,-0.13,10,43,36,3,8,2,0,0,10,1,0,0,5,0,0,8,2,1,1,,,,,,,-0.13,2016,2B,1990-07-02
2120,홍현빈,-0.13,8,6,6,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,,,,,,,-0.13,2017,CF,1997-08-29
2121,오영수,-0.13,3,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,,,,,,,-0.13,2019,DH,2000-01-30
2122,나경민,-0.13,97,129,117,37,30,5,2,1,42,11,20,3,7,2,0,37,1,2,1,,,,,,,-0.13,2017,CF,1991-12-12
2123,유선정,-0.13,37,50,39,1,3,0,1,0,5,1,0,0,10,0,0,11,0,1,0,,,,,,,-0.13,2011,C,1986-08-21
2124,황경태,-0.13,27,13,13,9,3,2,0,0,5,0,0,1,0,0,0,3,0,0,0,,,,,,,-0.13,2018,3B,1996-08-17
2125,송주호,-0.13,17,26,22,5,3,0,0,0,3,2,1,0,4,0,0,7,0,0,0,,,,,,,-0.13,2014,CF,1988-07-11
2126,김재율,-0.13,4,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.13,2019,3B,1989-01-14
2127,백상원,-0.13,31,26,22,7,4,0,0,0,4,2,0,0,3,0,0,3,0,0,1,,,,,,,-0.13,2014,DH,1988-01-02
2128,나성용,-0.13,6,13,12,1,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,,,,,,,-0.13,2016,DH,1988-01-05
2129,심광호,-0.14,43,82,73,4,15,3,0,0,18,6,1,1,3,1,0,19,1,4,1,,,,,,,-0.14,2012,C,1977-08-01
2130,최희섭,-0.14,42,149,125,18,32,3,0,6,53,20,0,0,22,1,0,34,2,0,1,,,,,,,-0.14,2015,DH,1979-03-16
2131,채태인,-0.14,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,,,,,,,-0.14,2016,1B,1982-10-11
2132,성의준,-0.14,11,8,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,,,,,,-0.14,2017,3B,1989-12-17
2133,장승현,-0.14,35,46,41,3,7,2,0,0,9,3,0,0,3,1,0,13,0,0,1,,,,,,,-0.14,2019,C,1994-03-07
2134,김민식,-0.14,53,116,96,6,16,2,0,0,18,14,2,0,15,3,0,29,1,0,2,,,,,,,-0.14,2019,C,1989-06-28
2135,박찬도,-0.14,54,82,73,13,17,4,1,0,23,5,3,3,8,0,0,28,0,1,0,,,,,,,-0.14,2018,RF,1989-02-22
2136,이종환,-0.14,31,33,29,3,8,1,0,0,9,4,0,0,3,0,2,10,1,0,1,,,,,,,-0.14,2016,DH,1986-05-08
2137,조성환,-0.14,6,8,7,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,,,,,,,-0.14,2014,2B,1976-12-23
2138,채상병,-0.14,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,-0.14,2012,C,1979-12-18
2139,정진기,-0.14,13,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0,0,,,,,,,-0.14,2019,RF,1992-10-10
2140,윤진호,-0.14,30,13,12,3,1,0,0,0,1,1,1,0,0,0,0,3,0,1,0,,,,,,,-0.14,2015,3B,1986-06-23
2141,남태혁,-0.14,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,,,,,,,-0.14,2018,DH,1991-03-13
2142,오정복,-0.14,47,79,69,9,16,4,0,0,20,7,2,0,7,1,0,9,2,0,2,,,,,,,-0.14,2014,LF,1986-10-13
2143,우동균,-0.14,30,43,39,2,9,1,0,0,10,7,0,0,4,0,0,8,1,0,0,,,,,,,-0.14,2014,DH,1989-12-03
2144,장민석,-0.14,53,63,53,15,10,2,0,0,12,4,0,1,7,1,0,13,0,1,1,,,,,,,-0.14,2015,RF,1982-05-09
2145,박승규,-0.14,14,23,21,2,4,0,0,0,4,2,1,1,2,0,0,7,0,0,0,,,,,,,-0.14,2019,CF,2000-09-02
2146,최승환,-0.14,10,16,14,0,1,0,0,0,1,0,0,0,2,0,0,4,2,0,0,,,,,,,-0.14,2013,C,1978-02-25
2147,황정립,-0.14,18,57,47,4,7,0,0,1,10,5,0,0,10,0,0,15,0,0,0,,,,,,,-0.14,2012,1B,1989-12-14
2148,김지성,-0.14,6,14,13,0,1,0,0,0,1,2,1,0,1,0,0,3,0,0,0,,,,,,,-0.14,2012,2B,1985-07-20
2149,연경흠,-0.14,42,71,62,3,11,2,0,1,16,5,0,0,9,0,1,16,2,0,0,,,,,,,-0.14,2012,LF,1983-09-14
2150,김강,-0.14,8,23,19,0,2,1,0,0,3,1,0,0,3,1,0,6,0,0,0,,,,,,,-0.14,2011,1B,1988-10-16
2151,김호재,-0.14,10,7,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,,,,,,,-0.14,2018,SS,1995-05-31
2152,조중근,-0.14,25,39,36,4,8,0,0,1,11,2,0,0,3,0,1,6,1,0,0,,,,,,,-0.14,2015,1B,1982-12-20
2153,연경흠,-0.14,4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,-0.14,2013,LF,1983-09-14
2154,이해창,-0.15,83,174,162,19,35,4,0,8,63,24,0,3,8,3,0,49,3,1,0,,,,,,,-0.15,2018,C,1987-05-11
2155,임한용,-0.15,10,21,20,3,3,0,0,0,3,0,1,0,1,0,0,6,0,0,0,,,,,,,-0.15,2011,CF,1987-07-15
2156,황윤호,-0.15,36,17,15,8,2,0,1,0,4,0,0,0,1,1,0,4,0,0,0,,,,,,,-0.15,2017,2B,1993-09-22
2157,김영환,-0.15,12,12,12,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,,,,,,,-0.15,2016,DH,1993-01-31
2158,박헌도,-0.15,9,13,12,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,0,,,,,,,-0.15,2013,LF,1987-01-01
2159,나종덕,-0.15,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.15,2017,C,1998-03-16
2160,안주형,-0.15,15,8,8,2,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,,,,,,,-0.15,2018,2B,1993-08-14
2161,김사연,-0.15,20,63,56,6,14,1,0,0,15,4,1,2,7,0,0,10,3,0,0,,,,,,,-0.15,2016,RF,1988-08-09
2162,국해성,-0.15,57,96,86,15,18,3,0,3,30,17,0,0,5,4,0,23,2,0,1,,,,,,,-0.15,2017,RF,1989-10-08
2163,조성우,-0.15,54,111,98,17,20,0,0,4,32,11,6,1,10,0,0,23,0,2,1,,,,,,,-0.15,2013,1B,1988-02-08
2164,김진형,-0.15,28,42,38,5,9,1,0,0,10,5,0,0,3,0,0,7,0,1,0,,,,,,,-0.15,2014,3B,1990-06-07
2165,이명환,-0.15,5,9,9,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,,,,,,,-0.15,2013,1B,1985-04-26
2166,백창수,-0.15,15,15,12,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,,,,,,,-0.15,2010,SS,1988-05-09
2167,임병욱,-0.15,40,52,43,13,8,1,1,1,14,3,2,4,9,0,0,23,1,0,0,,,,,,,-0.15,2015,DH,1995-09-30
2168,오준혁,-0.15,10,16,15,1,2,0,0,0,2,2,0,0,0,1,0,3,1,0,0,,,,,,,-0.15,2012,RF,1992-03-11
2169,김문호,-0.15,56,95,79,10,16,3,0,0,19,2,1,3,11,3,1,22,1,2,0,,,,,,,-0.15,2012,LF,1987-06-22
2170,김민수,-0.15,29,41,39,5,8,1,0,0,9,2,0,0,1,0,0,16,0,0,1,,,,,,,-0.15,2019,C,1991-03-02
2171,최병연,-0.15,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,-0.15,2016,SS,1986-12-21
2172,주효상,-0.15,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0,0,,,,,,,-0.15,2016,C,1997-11-11
2173,홍성흔,-0.15,17,45,40,4,10,2,0,0,12,5,0,1,5,0,0,9,3,0,0,,,,,,,-0.15,2016,DH,1977-02-28
2174,오윤석,-0.15,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,.167,.231,.167,.397,.197,-0.8,-0.15,2018,3B,1992-02-24
2175,김웅빈,-0.15,67,142,135,18,34,8,0,3,51,19,0,0,6,1,0,33,3,0,0,.252,.289,.378,.667,.297,66.1,-0.15,2017,1B,1996-02-09
2176,강민국,-0.15,24,26,23,2,3,1,0,1,7,1,0,0,2,0,0,9,1,1,0,.130,.200,.304,.504,.216,7.9,-0.15,2016,SS,1992-01-10
2177,김호재,-0.16,28,33,32,1,7,1,0,0,8,0,0,1,1,0,0,7,1,0,0,.219,.242,.250,.492,.234,32.4,-0.16,2019,2B,1995-05-31
2178,예진원,-0.16,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.143,.143,.143,.286,.131,-43.5,-0.16,2018,CF,1999-03-16
2179,최윤석,-0.16,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,.125,.177,.125,.302,.155,-33.4,-0.16,2016,SS,1987-03-28
2180,용덕한,-0.16,88,116,104,16,22,3,0,2,31,7,0,0,8,1,0,21,5,2,1,.212,.272,.298,.570,.262,38.4,-0.16,2016,C,1981-04-09
2181,하지호,-0.16,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-129.9,-0.16,2010,2B,1984-12-16
2182,김인환,-0.16,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.16,2018,DH,1994-01-28
2183,윤진호,-0.16,22,13,12,3,1,0,0,0,1,0,1,1,1,0,0,4,0,0,0,.083,.154,.083,.237,.129,-37.3,-0.16,2012,2B,1986-06-23
2184,손시헌,-0.16,67,150,128,12,24,4,0,2,34,14,2,0,15,5,0,20,3,1,1,.188,.295,.266,.561,.266,45.2,-0.16,2018,SS,1980-10-19
2185,김동명,-0.16,11,12,11,2,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,.091,.167,.091,.258,.137,-41.0,-0.16,2018,RF,1988-06-24
2186,김재현,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.16,2017,LF,1987-11-07
2187,장준원,-0.16,20,26,24,2,5,0,0,0,5,1,0,0,1,0,0,8,0,0,1,.208,.231,.208,.439,.208,4.7,-0.16,2015,SS,1995-11-21
2188,윤병호,-0.16,9,9,9,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.111,.111,.111,.222,.104,-62.4,-0.16,2015,RF,1989-07-05
2189,고영우,-0.16,29,11,11,7,1,0,0,0,1,0,2,1,0,0,0,6,0,0,0,.091,.091,.091,.182,.087,-74.5,-0.16,2013,SS,1990-01-08
2190,김지수,-0.16,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.16,2016,CF,1996-10-29
2191,전현태,-0.16,10,10,10,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.100,.100,.100,.200,.094,-75.0,-0.16,2014,DH,1986-07-09
2192,강경학,-0.16,59,93,84,17,18,2,1,0,22,4,1,1,8,1,0,19,1,0,0,.214,.290,.262,.552,.264,44.1,-0.16,2017,2B,1992-08-11
2193,이흥련,-0.16,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.16,2018,C,1989-05-16
2194,박진원,-0.16,7,11,11,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,.091,.091,.091,.182,.087,-70.6,-0.16,2011,LF,1987-03-17
2195,윤정우,-0.16,29,18,16,4,1,1,0,0,2,0,3,0,1,0,0,9,0,1,0,.063,.118,.125,.243,.114,-50.6,-0.16,2011,CF,1988-05-12
2196,장영석,-0.16,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,.125,.125,.125,.250,.117,-54.1,-0.16,2015,3B,1990-05-14
2197,김민수,-0.16,10,19,17,0,3,0,0,0,3,0,0,0,1,0,0,9,0,1,0,.176,.222,.176,.399,.185,-9.1,-0.16,2017,3B,1998-03-18
2198,송성문,-0.16,103,335,308,33,70,12,5,3,101,34,2,1,19,0,0,53,7,4,4,.227,.269,.328,.597,.272,57.6,-0.16,2019,3B,1996-08-29
2199,차일목,-0.17,11,25,23,0,4,0,0,0,4,2,0,0,2,0,0,4,1,0,0,.174,.240,.174,.414,.208,5.1,-0.17,2015,C,1981-01-26
2200,김준완,-0.17,104,144,124,19,31,2,1,0,35,8,2,2,15,1,0,27,3,2,2,.250,.331,.282,.613,.290,63.4,-0.17,2017,CF,1991-01-20
2201,신진호,-0.17,9,12,12,1,1,1,0,0,2,0,0,0,0,0,0,5,0,0,0,.083,.083,.167,.250,.105,-61.9,-0.17,2017,C,1991-10-20
2202,김준호,-0.17,21,47,45,4,10,1,1,0,13,3,0,0,2,0,0,14,1,0,0,.222,.255,.289,.544,.254,40.7,-0.17,2010,LF,1984-03-03
2203,백창수,-0.17,16,48,44,4,10,3,0,0,13,3,0,0,0,2,0,18,1,2,0,.227,.261,.295,.556,.251,46.8,-0.17,2019,LF,1988-05-09
2204,오재필,-0.17,9,17,16,0,2,0,0,0,2,0,0,0,0,1,0,10,0,0,0,.125,.177,.125,.302,.158,-24.8,-0.17,2013,CF,1982-07-27
2205,고명성,-0.17,30,18,16,4,2,0,0,0,2,0,0,0,2,0,0,7,1,0,0,.125,.222,.125,.347,.185,-1.3,-0.17,2019,SS,1999-04-16
2206,김상훈,-0.17,80,192,163,11,28,5,0,2,39,20,0,0,18,2,1,39,5,9,0,.172,.262,.239,.502,.235,36.6,-0.17,2012,C,1977-10-27
2207,김일경,-0.17,41,48,47,11,12,0,0,0,12,0,9,7,1,0,0,13,1,0,0,.255,.271,.255,.526,.254,44.1,-0.17,2011,2B,1978-07-01
2208,유선정,-0.17,17,27,25,1,6,0,0,0,6,2,0,0,2,0,0,5,1,0,0,.240,.296,.240,.536,.262,42.6,-0.17,2015,C,1986-08-21
2209,이동훈,-0.17,28,50,46,6,11,1,0,1,15,2,0,1,3,1,0,8,1,0,0,.239,.300,.326,.626,.286,57.6,-0.17,2018,LF,1996-07-24
2210,박광열,-0.17,27,30,25,3,4,0,0,0,4,1,0,0,4,0,0,9,0,1,0,.160,.276,.160,.436,.219,15.4,-0.17,2018,C,1995-08-28
2211,허도환,-0.17,61,106,91,8,16,7,0,1,26,6,0,0,7,5,0,29,3,3,0,.176,.272,.286,.558,.257,35.9,-0.17,2015,C,1984-07-31
2212,김상호,-0.17,25,50,44,5,9,3,0,0,12,3,0,0,5,0,0,11,1,0,1,.205,.280,.273,.553,.268,50.2,-0.17,2013,1B,1989-05-10
2213,황윤호,-0.17,33,12,12,7,1,0,0,0,1,2,1,0,0,0,0,5,0,0,0,.083,.083,.083,.167,.079,-81.4,-0.17,2016,3B,1993-09-22
2214,김사훈,-0.17,17,35,29,2,3,1,0,0,4,1,0,0,4,1,0,8,1,1,0,.103,.235,.138,.373,.198,3.5,-0.17,2013,C,1987-06-18
2215,최영진,-0.17,43,87,79,9,19,4,0,0,23,7,0,0,3,2,0,11,1,2,1,.241,.282,.291,.574,.269,61.1,-0.17,2012,1B,1988-05-10
2216,김인태,-0.17,14,19,18,0,3,1,0,0,4,3,0,0,1,0,0,4,0,0,0,.167,.211,.222,.433,.206,-0.1,-0.17,2016,LF,1994-07-03
2217,황목치승,-0.17,45,34,29,14,6,0,0,0,6,3,2,0,1,1,0,6,0,2,1,.207,.250,.207,.457,.207,5.7,-0.17,2017,SS,1985-06-21
2218,김민수,-0.17,13,22,21,2,3,1,0,0,4,3,0,0,1,0,0,8,0,0,0,.143,.182,.190,.372,.175,-14.7,-0.17,2017,C,1991-03-02
2219,김대우,-0.17,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-127.2,-0.17,2012,DH,1984-07-26
2220,김민식,-0.17,23,26,24,4,4,0,0,0,4,0,0,0,2,0,0,2,2,0,0,.167,.231,.167,.397,.200,2.6,-0.17,2015,C,1989-06-28
2221,김재민,-0.17,38,18,16,0,1,0,0,0,1,0,0,0,2,0,0,4,1,0,0,.063,.167,.063,.229,.135,-45.3,-0.17,2014,C,1991-01-28
2222,김종민,-0.18,22,24,22,2,3,0,0,0,3,1,0,0,2,0,0,2,1,0,0,.136,.208,.136,.345,.177,-14.3,-0.18,2017,C,1986-03-30
2223,임훈,-0.18,42,85,82,8,24,1,0,0,25,7,1,2,2,1,0,16,3,0,0,.293,.318,.305,.623,.292,62.2,-0.18,2017,RF,1985-07-17
2224,김민혁,-0.18,18,21,21,1,4,2,0,0,6,2,0,0,0,0,0,6,1,0,0,.190,.191,.286,.476,.208,8.3,-0.18,2017,DH,1996-05-03
2225,박준서,-0.18,21,23,20,2,2,1,0,0,3,2,0,0,2,0,0,4,0,1,0,.100,.182,.150,.332,.163,-15.9,-0.18,2011,SS,1981-12-11
2226,조동화,-0.18,24,77,62,6,15,2,0,0,17,3,3,3,7,0,0,16,0,7,1,.242,.314,.274,.589,.262,56.0,-0.18,2012,RF,1981-03-22
2227,박정권,-0.18,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0,0,.172,.226,.379,.605,.256,33.8,-0.18,2018,1B,1981-07-21
2228,김회성,-0.18,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,.200,.345,.267,.612,.305,63.5,-0.18,2016,1B,1985-12-04
2229,김다원,-0.18,19,10,9,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,.000,.100,.000,.100,.073,-78.8,-0.18,2011,RF,1985-09-17
2230,김용의,-0.18,114,210,179,35,39,5,3,0,50,17,8,3,24,2,1,38,1,4,1,.218,.316,.279,.595,.282,65.1,-0.18,2019,1B,1985-08-20
2231,강한울,-0.18,104,322,298,36,81,13,3,0,100,27,7,3,15,0,0,46,2,9,0,.272,.307,.336,.642,.291,55.3,-0.18,2016,SS,1991-09-12
2232,홍세완,-0.18,10,27,25,0,5,1,0,0,6,1,0,0,2,0,0,6,2,0,0,.200,.259,.240,.499,.242,33.1,-0.18,2010,DH,1978-01-16
2233,가코,-0.18,58,220,189,21,46,8,0,1,57,28,0,1,22,5,0,34,12,0,4,.243,.332,.302,.633,.309,82.0,-0.18,2011,DH,1981-01-02
2234,박병호,-0.18,78,192,160,25,30,4,0,7,55,22,5,1,26,2,3,55,5,2,2,.188,.305,.344,.649,.293,67.4,-0.18,2010,1B,1986-07-10
2235,김재현,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,.105,.150,.211,.361,.164,-20.3,-0.18,2015,CF,1987-11-07
2236,오정복,-0.18,24,28,26,4,5,1,0,0,6,3,0,0,1,0,0,6,0,1,0,.192,.222,.231,.453,.210,15.3,-0.18,2011,RF,1986-10-13
2237,황선일,-0.18,13,25,23,1,4,2,0,0,6,2,1,0,1,1,0,6,1,0,0,.174,.240,.261,.501,.236,22.3,-0.18,2015,RF,1987-02-17
2238,안중열,-0.18,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,.179,.207,.214,.421,.200,-2.5,-0.18,2016,C,1995-09-01
2239,송지만,-0.18,14,46,40,2,7,0,0,0,7,4,2,0,4,1,0,9,3,0,1,.175,.261,.175,.436,.224,30.0,-0.18,2012,RF,1973-03-02
2240,최승환,-0.18,17,37,33,1,4,0,0,1,7,5,0,0,2,1,0,6,2,1,0,.121,.194,.212,.407,.194,2.8,-0.18,2011,C,1978-02-25
2241,강승호,-0.18,15,42,39,5,6,0,0,2,12,5,0,0,2,0,0,18,1,1,0,.154,.195,.308,.503,.223,19.7,-0.18,2019,2B,1994-02-09
2242,이성우,-0.18,88,134,120,10,29,5,0,0,34,5,1,0,8,1,0,16,4,4,1,.242,.292,.283,.576,.260,41.7,-0.18,2018,C,1981-09-01
2243,김태완,-0.18,34,52,46,4,9,2,0,1,14,9,0,0,5,0,1,15,2,0,1,.196,.269,.304,.574,.257,33.1,-0.18,2016,DH,1981-09-19
2244,손인호,-0.18,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-127.8,-0.18,2012,LF,1975-04-03
2245,나성용,-0.19,6,11,11,0,2,0,0,0,2,1,0,1,0,0,0,7,1,0,0,.182,.182,.182,.364,.169,-16.7,-0.19,2017,DH,1988-01-05
2246,권정웅,-0.19,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.19,2018,C,1992-11-15
2247,박윤,-0.19,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.091,.167,.091,.258,.141,-42.9,-0.19,2016,1B,1988-03-07
2248,안중열,-0.19,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,.191,.236,.294,.530,.246,40.6,-0.19,2019,C,1995-09-01
2249,박재상,-0.19,38,77,63,9,12,2,1,1,19,6,2,1,9,2,1,13,1,3,0,.190,.311,.302,.612,.276,48.5,-0.19,2014,LF,1982-07-20
2250,오정복,-0.19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-130.7,-0.19,2018,DH,1986-10-13
2251,민병헌,-0.19,2,8,7,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,0,.143,.143,.143,.286,.119,-43.7,-0.19,2012,RF,1987-03-10
2252,이우민,-0.19,44,103,80,14,19,0,0,0,19,10,0,3,14,2,0,22,1,6,1,.238,.361,.238,.598,.289,57.8,-0.19,2014,CF,1982-05-04
2253,조윤준,-0.19,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,.000,.000,.000,.000,.000,-132.4,-0.19,2015,C,1989-08-30
2254,신용수,-0.19,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0,0,.100,.100,.250,.350,.151,-25.6,-0.19,2019,SS,1996-01-05
2255,이성규,-0.19,15,20,17,4,2,0,0,0,2,0,0,0,1,1,0,9,0,1,0,.118,.211,.118,.328,.167,-19.5,-0.19,2017,2B,1993-08-03
2256,김정혁,-0.19,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,.236,.299,.321,.620,.288,53.1,-0.19,2016,3B,1985-08-03
2257,김영환,-0.19,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,.071,.133,.071,.205,.111,-51.5,-0.19,2019,DH,1993-01-31
2258,최훈락,-0.19,16,19,18,1,2,0,0,0,2,1,1,0,0,1,0,5,1,0,0,.111,.158,.111,.269,.141,-37.5,-0.19,2013,CF,1982-05-12
2259,이재율,-0.19,52,27,24,16,4,0,0,0,4,1,9,1,0,2,0,9,0,1,0,.167,.231,.167,.397,.193,-1.6,-0.19,2017,LF,1993-05-02
2260,이천웅,-0.19,8,11,10,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,.100,.091,.100,.191,.087,-76.4,-0.19,2013,RF,1988-10-20
2261,백용환,-0.19,47,86,79,8,14,2,0,4,28,10,0,0,5,0,0,28,1,2,0,.177,.226,.354,.581,.248,27.6,-0.19,2014,C,1989-03-20
2262,이상호,-0.19,102,256,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,.278,.307,.308,.614,.281,63.9,-0.19,2019,2B,1989-02-05
2263,이진영,-0.19,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,.133,.133,.133,.267,.126,-42.1,-0.19,2019,RF,1997-07-21
2264,이대수,-0.19,15,28,25,1,4,0,0,0,4,2,0,0,2,1,0,5,2,0,0,.160,.250,.160,.410,.215,5.4,-0.19,2014,3B,1981-08-21
2265,장진혁,-0.20,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,.214,.313,.357,.670,.304,69.2,-0.20,2018,LF,1993-09-30
2266,김도현,-0.20,7,13,12,0,1,0,0,0,1,0,0,0,0,1,0,3,1,0,0,.083,.154,.083,.237,.132,-44.9,-0.20,2014,DH,1992-10-23
2267,이상훈,-0.20,17,28,25,3,3,0,0,0,3,0,1,0,1,2,0,3,1,0,0,.120,.214,.120,.334,.182,2.1,-0.20,2012,LF,1987-05-04
2268,신범수,-0.20,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,.160,.154,.320,.474,.190,-5.9,-0.20,2018,C,1998-01-25
2269,조윤준,-0.20,23,47,46,2,9,1,0,0,10,4,0,0,0,0,0,12,1,1,0,.196,.196,.217,.413,.191,6.7,-0.20,2012,C,1989-08-30
2270,김용호,-0.20,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.20,2011,DH,1986-03-29
2271,김성현,-0.20,10,10,9,3,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,.000,.000,.000,.000,.000,-130.1,-0.20,2011,2B,1987-03-09
2272,장운호,-0.20,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,.100,.182,.100,.282,.139,-31.9,-0.20,2019,RF,1994-02-20
2273,하주석,-0.20,5,11,11,0,1,0,0,0,1,0,0,1,0,0,0,4,1,0,0,.091,.091,.091,.182,.087,-72.5,-0.20,2013,SS,1994-02-25
2274,김민하,-0.20,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,.200,.234,.289,.523,.231,17.3,-0.20,2016,CF,1989-02-25
2275,한동희,-0.20,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,.232,.279,.360,.639,.282,55.3,-0.20,2018,3B,1999-06-01
2276,김헌곤,-0.20,11,12,12,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,.083,.083,.083,.167,.080,-72.8,-0.20,2011,RF,1988-11-09
2277,이상훈,-0.21,10,11,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.091,.000,.091,.068,-90.9,-0.21,2014,CF,1987-05-04
2278,이상호,-0.21,96,54,51,30,11,2,0,1,16,5,11,5,2,0,0,10,1,0,1,.216,.241,.314,.555,.248,28.1,-0.21,2014,3B,1989-02-05
