,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
1200,안중열,0.02,80,137,125,16,30,10,0,1,43,14,2,0,7,0.0,0.0,31.0,4.0,4.0,1.0,0.24,0.278,0.344,0.622,0.27399999999999997,,0.02,2015,C,1995-09-01
1201,박찬도,0.02,117,106,89,32,19,2,1,0,23,9,13,6,8,,,,,,,,,,,,,,2015,CF,1989-02-22
1202,강봉규,0.02,32,99,82,11,17,5,0,0,22,5,3,0,14,,,,,,,,,,,,,,2013,LF,1978-01-12
1203,정주현,0.01,129,425,376,53,87,19,2,2,116,27,15,6,31,,,,,,,,,,,,,,2019,2B,1990-10-13
1204,박동원,0.01,69,106,98,5,19,6,0,1,28,6,1,0,7,,,,,,,,,,,,,,2013,C,1990-04-07
1205,최정용,0.01,48,61,54,10,16,1,1,0,19,2,0,0,3,,,,,,,,,,,,,,2016,2B,1996-10-24
1206,김찬형,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,,,,,,,,,,,,,,2018,SS,1997-12-29
1207,김연훈,0.01,49,73,60,4,16,1,0,1,20,3,0,1,6,,,,,,,,,,,,,,2015,2B,1984-12-23
1208,이지영,0.01,113,294,268,27,64,4,1,0,70,18,4,0,14,,,,,,,,,,,,,,2013,C,1986-02-27
1209,최경철,0.01,81,144,130,9,29,3,1,0,34,7,1,1,6,,,,,,,,,,,,,,2012,C,1980-08-15
1210,이형종,0.0,61,147,124,14,35,4,2,1,46,14,1,0,15,,,,,,,,,,,,,,2016,LF,1989-06-07
1211,손주인,0.0,63,122,113,9,30,5,0,1,38,8,0,1,1,2.0,0.0,19.0,5.0,5.0,1.0,,,,,,,0.0,2011,3B,1983-12-01
1212,양성우,0.0,108,446,384,52,104,12,4,4,136,53,5,2,39,9.0,0.0,67.0,6.0,8.0,6.0,,,,,,,0.0,2016,RF,1989-05-02
1213,이시찬,0.0,34,72,64,7,18,1,0,0,19,6,1,1,4,1.0,0.0,12.0,3.0,1.0,2.0,,,,,,,0.0,2015,2B,1985-02-25
1214,김주형,-0.0,64,176,151,16,37,4,0,7,62,26,0,3,17,2.0,0.0,19.0,3.0,4.0,2.0,,,,,,,-0.0,2014,1B,1985-12-15
1215,김태군,-0.0,50,57,51,2,13,1,0,0,14,6,0,0,2,1.0,0.0,9.0,1.0,3.0,0.0,,,,,,,-0.0,2010,C,1989-12-30
1216,강명구,-0.0,55,63,58,22,11,0,1,0,13,6,11,1,4,1.0,0.0,4.0,4.0,0.0,0.0,,,,,,,-0.0,2013,2B,1980-10-25
1217,김형준,-0.0,55,119,107,13,24,5,0,2,35,9,0,0,8,0.0,0.0,24.0,1.0,4.0,0.0,,,,,,,-0.0,2019,C,1999-11-02
1218,김지수,-0.0,104,151,132,23,31,7,0,0,38,13,2,1,9,2.0,0.0,27.0,2.0,7.0,1.0,,,,,,,-0.0,2015,2B,1986-08-23
1219,이영욱,-0.0,40,64,53,16,11,3,0,0,14,6,6,1,7,2.0,0.0,16.0,0.0,2.0,0.0,,,,,,,-0.0,2014,CF,1985-10-11
1220,신명철,-0.0,44,112,100,9,21,2,1,2,31,7,1,2,8,0.0,0.0,18.0,2.0,4.0,0.0,,,,,,,-0.0,2012,2B,1978-08-06
1221,윤석민,-0.01,99,307,281,30,75,12,0,10,117,43,0,0,18,2.0,0.0,47.0,11.0,4.0,2.0,,,,,,,-0.01,2014,3B,1985-09-04
1222,강명구,-0.01,89,66,58,22,10,1,0,1,14,5,19,4,5,0.0,0.0,16.0,0.0,2.0,1.0,,,,,,,-0.01,2011,2B,1980-10-25
1223,황동채,-0.01,34,51,43,8,10,0,0,0,10,1,1,0,6,1.0,0.0,19.0,0.0,1.0,0.0,,,,,,,-0.01,2013,LF,1983-07-04
1224,김태군,-0.01,38,53,47,4,11,0,0,0,11,1,0,0,4,0.0,0.0,4.0,2.0,2.0,0.0,,,,,,,-0.01,2011,C,1989-12-30
1225,신민재,-0.01,81,93,80,25,19,3,0,0,22,5,10,8,8,3.0,0.0,17.0,0.0,1.0,1.0,,,,,,,-0.01,2019,2B,1996-01-21
1227,오재일,-0.01,46,118,100,13,23,5,0,1,31,11,2,0,15,1.0,1.0,24.0,2.0,1.0,1.0,,,,,,,-0.01,2011,DH,1986-10-29
1228,김회성,-0.01,37,59,49,5,7,3,0,2,16,6,0,0,5,3.0,0.0,19.0,2.0,1.0,1.0,,,,,,,-0.01,2011,3B,1985-12-04
1230,정범모,-0.01,72,192,170,17,30,10,0,3,49,13,7,5,13,1.0,0.0,55.0,6.0,7.0,1.0,,,,,,,-0.01,2012,C,1987-03-26
1231,한윤섭,-0.01,30,28,24,3,4,1,1,0,7,2,2,0,3,0.0,0.0,4.0,1.0,1.0,0.0,,,,,,,-0.01,2010,2B,1985-09-12
1232,유재신,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0.0,0.0,12.0,0.0,2.0,0.0,,,,,,,-0.01,2016,CF,1987-11-21
1233,이영욱,-0.02,38,26,22,8,5,2,0,0,7,2,0,1,3,1.0,0.0,10.0,0.0,0.0,0.0,,,,,,,-0.02,2015,RF,1985-10-11
1234,이양기,-0.02,35,54,49,8,11,2,0,0,13,6,0,0,2,3.0,0.0,11.0,1.0,0.0,0.0,,,,,,,-0.02,2012,RF,1981-01-31
1235,김성현,-0.02,97,181,162,27,35,7,1,1,47,16,2,6,16,1.0,0.0,28.0,6.0,2.0,0.0,,,,,,,-0.02,2013,SS,1987-03-09
1236,김하성,-0.02,60,59,48,17,9,2,1,2,19,7,4,3,8,0.0,0.0,13.0,2.0,2.0,1.0,,,,,,,-0.02,2014,SS,1995-10-17
1237,박용근,-0.02,31,86,74,5,17,4,1,1,26,6,0,1,11,0.0,0.0,14.0,1.0,0.0,1.0,,,,,,,-0.02,2016,3B,1984-01-21
1238,권도영,-0.02,37,72,61,7,15,3,0,0,18,4,0,1,7,0.0,0.0,15.0,1.0,4.0,0.0,,,,,,,-0.02,2010,2B,1981-02-11
1239,강귀태,-0.02,97,300,269,24,62,9,0,3,80,34,0,2,17,2.0,0.0,31.0,13.0,9.0,3.0,,,,,,,-0.02,2010,C,1979-08-12
1240,강승호,-0.02,69,212,184,14,47,10,0,3,66,31,1,1,18,3.0,0.0,57.0,2.0,6.0,1.0,,,,,,,-0.02,2018,2B,1994-02-09
1241,박찬도,-0.02,30,34,32,10,9,1,0,0,10,2,0,1,2,0.0,1.0,10.0,0.0,0.0,0.0,,,,,,,-0.02,2019,RF,1989-02-22
1242,조수행,-0.02,80,52,47,17,13,2,0,0,15,2,3,2,4,1.0,0.0,12.0,0.0,0.0,0.0,,,,,,,-0.02,2017,RF,1993-08-30
1243,김태군,-0.02,109,322,294,28,77,13,0,0,90,23,0,1,12,4.0,0.0,47.0,9.0,9.0,3.0,,,,,,,-0.02,2014,C,1989-12-30
1244,임익준,-0.03,30,47,36,7,9,1,0,0,10,2,1,0,7,0.0,0.0,8.0,2.0,4.0,0.0,,,,,,,-0.03,2017,2B,1988-03-15
1245,김재현,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2.0,0.0,10.0,0.0,0.0,1.0,,,,,,,-0.03,2014,CF,1987-11-07
1246,권용관,-0.03,61,180,154,14,35,6,1,3,52,21,2,2,14,1.0,0.0,34.0,2.0,9.0,2.0,,,,,,,-0.03,2010,2B,1976-11-19
1247,김문호,-0.03,46,115,100,12,25,7,0,2,38,16,1,0,13,0.0,1.0,27.0,2.0,2.0,0.0,,,,,,,-0.03,2018,LF,1987-06-22
1248,이시찬,-0.03,60,47,41,16,8,1,0,0,9,4,9,2,3,0.0,0.0,8.0,1.0,2.0,1.0,,,,,,,-0.03,2012,2B,1985-02-25
1249,우동균,-0.04,33,82,68,14,15,1,0,2,22,10,0,0,12,0.0,0.0,10.0,0.0,1.0,1.0,,,,,,,-0.04,2016,RF,1989-12-03
1250,모상기,-0.04,32,85,74,7,14,3,0,4,29,11,0,0,10,0.0,0.0,29.0,2.0,0.0,1.0,,,,,,,-0.04,2011,DH,1987-01-03
1252,조동화,-0.04,114,345,296,42,70,9,2,0,83,16,10,6,27,1.0,0.0,51.0,1.0,21.0,0.0,,,,,,,-0.04,2011,CF,1981-03-22
1253,강한울,-0.04,93,224,208,32,55,5,4,0,68,14,4,2,8,1.0,0.0,44.0,1.0,6.0,1.0,,,,,,,-0.04,2014,SS,1991-09-12
1254,남태혁,-0.04,31,68,60,8,15,1,0,2,22,11,0,0,6,1.0,0.0,20.0,0.0,0.0,1.0,,,,,,,-0.04,2017,DH,1991-03-13
1255,홍재호,-0.04,55,107,92,13,17,3,0,1,23,6,1,0,11,0.0,1.0,22.0,1.0,4.0,0.0,,,,,,,-0.04,2012,SS,1987-05-10
1256,정진호,-0.05,46,84,75,14,17,2,0,0,19,5,8,3,6,1.0,0.0,13.0,1.0,1.0,1.0,,,,,,,-0.05,2012,RF,1988-10-02
1257,황목치승,-0.05,37,51,46,11,14,0,1,0,16,3,2,2,1,0.0,0.0,9.0,1.0,4.0,0.0,,,,,,,-0.05,2014,SS,1985-06-21
1258,정상호,-0.05,70,128,112,11,25,4,0,1,32,9,0,1,8,5.0,0.0,35.0,3.0,3.0,0.0,,,,,,,-0.05,2018,C,1982-12-24
1259,신본기,-0.05,128,381,325,49,77,11,0,5,103,47,5,2,25,13.0,1.0,76.0,8.0,13.0,5.0,,,,,,,-0.05,2017,SS,1989-03-21
1260,박으뜸,-0.05,40,31,27,6,5,1,0,0,6,2,1,0,3,1.0,1.0,8.0,0.0,0.0,0.0,,,,,,,-0.05,2013,CF,1990-06-14
1261,박종윤,-0.05,110,322,307,32,79,17,2,8,124,51,5,4,10,2.0,0.0,49.0,12.0,1.0,2.0,,,,,,,-0.05,2010,1B,1982-04-11
1262,신명철,-0.05,117,382,331,38,69,11,2,2,90,39,13,10,38,3.0,0.0,68.0,10.0,8.0,2.0,,,,,,,-0.05,2011,2B,1978-08-06
1263,채상병,-0.06,63,124,109,11,21,1,1,3,33,9,1,1,7,1.0,0.0,20.0,4.0,5.0,2.0,,,,,,,-0.06,2011,C,1979-12-18
1264,허도환,-0.06,79,191,166,13,37,6,1,0,45,15,2,2,11,2.0,0.0,43.0,6.0,9.0,3.0,,,,,,,-0.06,2011,C,1984-07-31
1265,나성용,-0.06,40,79,73,7,20,2,0,3,31,9,0,0,4,2.0,0.0,29.0,2.0,0.0,0.0,,,,,,,-0.06,2015,DH,1988-01-05
1266,김동엽,-0.06,124,446,421,58,106,15,0,27,202,76,11,2,17,4.0,0.0,108.0,13.0,1.0,3.0,,,,,,,-0.06,2018,LF,1990-07-24
1267,최훈락,-0.06,35,54,49,9,11,4,0,0,15,2,0,0,3,2.0,0.0,12.0,3.0,0.0,0.0,,,,,,,-0.06,2011,1B,1982-05-12
1268,정훈,-0.06,88,222,190,26,43,4,1,2,55,17,4,3,23,5.0,1.0,47.0,4.0,3.0,1.0,,,,,,,-0.06,2019,1B,1987-07-18
1269,최재훈,-0.06,48,125,112,9,27,3,1,1,35,10,0,2,5,3.0,0.0,22.0,3.0,3.0,2.0,,,,,,,-0.06,2014,C,1989-08-27
1270,조정원,-0.06,43,57,47,5,9,0,0,0,9,2,4,1,8,0.0,0.0,14.0,1.0,2.0,0.0,,,,,,,-0.06,2013,2B,1990-08-10
1271,지석훈,-0.07,76,169,149,15,34,9,0,2,49,15,0,1,10,6.0,1.0,37.0,6.0,2.0,2.0,0.228,0.299,0.32899999999999996,0.628,0.29,69.9,-0.07,2019,3B,1984-03-17
1272,박건우,-0.07,34,51,48,12,13,1,0,1,17,7,2,3,1,1.0,0.0,11.0,4.0,1.0,0.0,0.271,0.3,0.354,0.654,0.302,72.7,-0.07,2013,RF,1990-09-08
1273,최정민,-0.07,57,95,83,17,21,2,0,2,29,6,1,3,7,1.0,0.0,20.0,2.0,4.0,0.0,0.253,0.319,0.349,0.6679999999999999,0.29100000000000004,63.0,-0.07,2018,2B,1989-06-02
1274,이숭용,-0.07,88,172,146,7,37,7,0,0,44,12,1,0,18,1.0,1.0,18.0,4.0,6.0,1.0,0.253,0.337,0.301,0.639,0.299,75.0,-0.07,2011,1B,1971-03-10
1275,김문호,-0.07,51,109,103,6,25,7,0,0,32,4,2,0,4,0.0,0.0,30.0,1.0,1.0,1.0,0.243,0.26899999999999996,0.311,0.579,0.267,55.1,-0.07,2019,CF,1987-06-22
1276,나경민,-0.07,45,49,45,10,9,0,2,0,13,7,2,0,3,1.0,0.0,12.0,0.0,0.0,0.0,0.2,0.265,0.289,0.5539999999999999,0.262,54.5,-0.07,2019,CF,1991-12-12
1277,신성현,-0.07,64,117,102,17,23,3,0,4,38,17,0,0,13,0.0,0.0,44.0,0.0,2.0,0.0,0.225,0.313,0.373,0.6859999999999999,0.308,68.9,-0.07,2015,3B,1990-10-19
1278,현재윤,-0.07,53,92,78,4,15,1,0,1,19,7,1,1,10,1.0,1.0,14.0,2.0,3.0,0.0,0.192,0.292,0.244,0.536,0.252,40.3,-0.07,2010,C,1979-07-08
1279,강상원,-0.07,33,14,14,7,3,1,0,0,4,1,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.214,0.214,0.28600000000000003,0.5,0.222,16.8,-0.07,2017,LF,1997-05-05
1280,문상철,-0.07,33,67,59,8,12,1,0,2,19,7,2,0,4,2.0,0.0,26.0,1.0,0.0,2.0,0.203,0.26899999999999996,0.322,0.591,0.27399999999999997,61.3,-0.07,2019,1B,1991-04-06
1281,김상수,-0.07,42,154,144,17,38,7,0,3,54,13,1,1,5,1.0,0.0,26.0,4.0,3.0,1.0,0.264,0.29100000000000004,0.375,0.6659999999999999,0.29100000000000004,62.7,-0.07,2017,SS,1990-03-23
1282,정현,-0.07,65,132,117,16,31,7,0,2,44,9,3,0,9,0.0,0.0,28.0,3.0,6.0,0.0,0.265,0.318,0.376,0.6940000000000001,0.297,63.2,-0.07,2018,SS,1994-06-01
1283,유재신,-0.08,71,59,51,17,13,2,1,0,17,6,4,3,6,0.0,0.0,12.0,1.0,1.0,1.0,0.255,0.32799999999999996,0.33299999999999996,0.6609999999999999,0.306,80.1,-0.08,2019,LF,1987-11-21
1284,강승호,-0.08,85,268,248,42,62,14,2,5,95,31,2,2,7,3.0,0.0,67.0,5.0,3.0,7.0,0.25,0.272,0.38299999999999995,0.655,0.282,58.8,-0.08,2017,2B,1994-02-09
1285,배성근,-0.08,36,48,44,4,9,1,0,0,10,2,1,0,4,0.0,0.0,13.0,0.0,0.0,0.0,0.205,0.271,0.22699999999999998,0.498,0.245,40.3,-0.08,2019,2B,1995-04-27
1286,이종환,-0.08,44,106,100,14,29,4,0,0,33,12,0,0,6,0.0,0.0,21.0,0.0,0.0,0.0,0.29,0.33,0.33,0.66,0.31,70.5,-0.08,2015,DH,1986-05-08
1287,현재윤,-0.08,38,70,61,7,13,1,0,0,14,5,0,0,3,2.0,0.0,7.0,0.0,4.0,0.0,0.213,0.273,0.23,0.502,0.23600000000000002,32.7,-0.08,2011,C,1979-07-08
1288,김민성,-0.08,80,223,180,26,36,4,0,2,46,12,1,0,18,11.0,1.0,41.0,6.0,13.0,1.0,0.2,0.31,0.256,0.565,0.263,47.2,-0.08,2010,SS,1988-12-17
1289,이준수,-0.08,47,74,65,6,13,3,0,0,16,6,0,0,3,3.0,0.0,21.0,0.0,2.0,1.0,0.2,0.264,0.24600000000000002,0.51,0.244,33.6,-0.08,2013,C,1988-06-17
1290,오태곤,-0.08,60,192,164,27,36,5,0,2,47,13,10,2,20,4.0,0.0,39.0,4.0,3.0,1.0,0.22,0.318,0.287,0.604,0.289,70.7,-0.08,2019,DH,1991-11-18
1291,최승준,-0.08,31,98,90,11,21,4,0,6,43,16,0,0,7,1.0,0.0,34.0,3.0,0.0,0.0,0.233,0.29600000000000004,0.478,0.774,0.332,86.6,-0.08,2017,1B,1988-01-11
1292,김민혁,-0.08,82,179,156,21,43,2,3,0,51,10,12,7,14,2.0,0.0,30.0,3.0,7.0,0.0,0.276,0.34299999999999997,0.327,0.67,0.305,68.2,-0.08,2015,LF,1995-11-21
1293,김태군,-0.09,112,315,277,21,59,5,0,4,76,28,0,2,19,7.0,0.0,57.0,10.0,11.0,1.0,0.213,0.28,0.27399999999999997,0.5539999999999999,0.261,44.4,-0.09,2013,C,1989-12-30
1294,신명철,-0.09,37,86,72,10,17,1,0,0,18,5,3,2,9,0.0,0.0,20.0,4.0,4.0,1.0,0.23600000000000002,0.317,0.25,0.5670000000000001,0.27,50.8,-0.09,2013,2B,1978-08-06
1295,오태곤,-0.09,42,135,123,17,32,6,0,3,47,7,6,2,12,0.0,0.0,37.0,5.0,0.0,0.0,0.26,0.326,0.382,0.708,0.326,78.9,-0.09,2016,DH,1991-11-18
1296,박정음,-0.09,60,88,71,13,14,2,1,0,18,7,6,5,11,5.0,0.0,31.0,1.0,1.0,0.0,0.19699999999999998,0.345,0.254,0.598,0.3,75.9,-0.09,2019,LF,1989-04-15
1297,한승택,-0.09,96,91,83,7,19,2,1,0,23,7,0,0,6,1.0,0.0,25.0,1.0,1.0,0.0,0.22899999999999998,0.289,0.27699999999999997,0.5660000000000001,0.264,43.5,-0.09,2017,C,1994-06-21
1298,심우준,-0.09,135,403,367,49,95,23,3,4,136,29,11,11,20,4.0,1.0,58.0,4.0,11.0,1.0,0.259,0.304,0.371,0.674,0.29100000000000004,59.5,-0.09,2018,SS,1995-04-28
1300,양영동,-0.09,51,83,70,9,11,2,0,0,13,2,4,1,12,1.0,0.0,20.0,1.0,0.0,0.0,0.157,0.289,0.18600000000000003,0.475,0.25,41.5,-0.09,2011,CF,1983-07-16
1301,오태곤,-0.1,128,374,342,55,87,17,2,12,144,39,13,8,24,4.0,0.0,92.0,7.0,3.0,1.0,0.254,0.31,0.42100000000000004,0.731,0.317,76.5,-0.1,2018,LF,1991-11-18
1302,이재율,-0.1,32,13,13,9,2,0,0,0,2,0,8,1,0,0.0,0.0,3.0,0.0,0.0,0.0,0.154,0.154,0.154,0.308,0.145,-37.7,-0.1,2016,CF,1993-05-02
1303,지석훈,-0.1,61,121,104,11,18,4,1,1,27,11,1,1,10,4.0,1.0,24.0,3.0,3.0,0.0,0.17300000000000001,0.271,0.26,0.531,0.252,49.3,-0.1,2012,3B,1984-03-17
1304,이종범,-0.1,97,289,265,36,65,16,1,4,95,29,2,2,15,3.0,0.0,33.0,5.0,6.0,0.0,0.245,0.293,0.358,0.652,0.295,68.3,-0.1,2010,RF,1970-08-15
1305,전근표,-0.1,40,103,88,12,20,3,0,1,26,7,1,1,12,0.0,0.0,26.0,2.0,3.0,0.0,0.22699999999999998,0.32,0.295,0.616,0.289,65.0,-0.1,2010,RF,1977-03-05
1306,이대형,-0.1,101,291,258,32,46,4,4,1,61,19,25,3,25,1.0,2.0,53.0,5.0,6.0,1.0,0.17800000000000002,0.253,0.23600000000000002,0.489,0.23199999999999998,35.2,-0.1,2012,CF,1983-07-19
1307,이여상,-0.1,61,83,72,10,18,3,1,0,23,7,2,2,7,0.0,0.0,25.0,0.0,3.0,1.0,0.25,0.313,0.319,0.632,0.287,55.6,-0.1,2016,SS,1984-02-01
1308,김동한,-0.1,81,205,178,26,42,19,0,3,70,14,4,3,14,0.0,0.0,25.0,2.0,13.0,0.0,0.23600000000000002,0.292,0.39299999999999996,0.685,0.285,56.4,-0.1,2017,3B,1988-06-24
1309,양종민,-0.1,58,64,55,11,13,2,0,0,15,5,0,3,5,0.0,0.0,21.0,1.0,4.0,0.0,0.23600000000000002,0.3,0.273,0.573,0.263,51.2,-0.1,2011,SS,1990-10-09
1310,배영섭,-0.11,30,80,71,5,16,1,0,0,17,7,2,0,6,2.0,0.0,15.0,0.0,0.0,1.0,0.225,0.3,0.239,0.539,0.267,54.8,-0.11,2019,LF,1986-06-27
1311,정병곤,-0.11,74,82,74,16,16,0,0,2,22,7,1,0,4,2.0,0.0,21.0,3.0,2.0,0.0,0.21600000000000003,0.275,0.297,0.5720000000000001,0.259,40.7,-0.11,2017,SS,1988-03-23
1312,이재원,-0.11,54,79,70,8,18,5,0,1,26,7,0,0,5,2.0,2.0,8.0,4.0,1.0,1.0,0.257,0.321,0.371,0.6920000000000001,0.306,75.6,-0.11,2010,DH,1988-02-24
1313,이준수,-0.11,37,43,39,1,6,1,0,0,7,2,0,0,4,0.0,0.0,16.0,0.0,0.0,0.0,0.154,0.233,0.179,0.41200000000000003,0.209,21.1,-0.11,2012,C,1988-06-17
1314,박기혁,-0.11,31,70,60,4,12,2,0,0,14,9,1,3,9,0.0,0.0,11.0,3.0,1.0,0.0,0.2,0.304,0.233,0.5379999999999999,0.26899999999999996,51.0,-0.11,2013,SS,1981-06-04
1315,박정준,-0.11,39,60,54,8,13,1,0,1,17,5,0,0,5,0.0,0.0,9.0,2.0,1.0,0.0,0.24100000000000002,0.305,0.315,0.62,0.287,53.7,-0.11,2014,LF,1984-06-26
1317,배정대,-0.12,65,55,50,10,13,1,0,0,14,3,2,1,4,0.0,0.0,18.0,0.0,1.0,0.0,0.26,0.315,0.28,0.595,0.28300000000000003,48.6,-0.12,2016,CF,1995-06-12
1318,임익준,-0.12,36,67,63,6,16,1,0,0,17,1,1,3,4,0.0,0.0,13.0,3.0,0.0,0.0,0.254,0.299,0.27,0.568,0.278,56.6,-0.12,2013,2B,1988-03-15
1319,신종길,-0.12,64,90,83,13,20,5,1,1,30,10,2,1,3,2.0,0.0,13.0,1.0,0.0,2.0,0.24100000000000002,0.278,0.361,0.639,0.28300000000000003,56.9,-0.12,2017,DH,1983-12-31
1321,김재현,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1.0,0.0,15.0,1.0,2.0,1.0,,,,,,,-0.12,2015,C,1993-03-18
1322,장민석,-0.12,115,407,360,54,87,16,2,2,113,30,20,11,35,0.0,0.0,63.0,4.0,9.0,3.0,,,,,,,-0.12,2013,LF,1982-05-09
1323,이지찬,-0.12,34,42,39,4,9,2,0,0,11,4,2,0,2,0.0,0.0,6.0,2.0,1.0,0.0,,,,,,,-0.12,2015,3B,1991-08-19
1325,양성우,-0.12,73,236,209,32,53,9,0,2,68,13,1,1,22,4.0,2.0,32.0,8.0,0.0,1.0,,,,,,,-0.12,2018,LF,1989-05-02
1326,이대형,-0.13,100,366,337,51,90,8,3,0,104,24,23,4,24,0.0,1.0,54.0,8.0,4.0,1.0,,,,,,,-0.13,2017,LF,1983-07-19
1327,허정협,-0.13,37,77,68,3,16,1,0,0,17,8,0,0,7,1.0,0.0,19.0,1.0,0.0,1.0,,,,,,,-0.13,2019,LF,1990-02-17
1328,백승룡,-0.13,38,64,51,7,9,2,0,0,11,3,1,1,7,2.0,0.0,13.0,1.0,4.0,0.0,,,,,,,-0.13,2011,2B,1982-08-16
1329,윤여운,-0.13,44,79,73,8,14,6,0,1,23,8,0,0,5,0.0,0.0,21.0,1.0,1.0,0.0,,,,,,,-0.13,2018,C,1990-02-22
1330,양종민,-0.13,32,18,16,6,2,0,0,1,5,2,0,1,2,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,-0.13,2015,2B,1990-10-09
1331,박준태,-0.13,51,88,66,15,11,2,1,0,15,4,2,1,13,6.0,0.0,20.0,0.0,3.0,0.0,,,,,,,-0.13,2015,CF,1991-07-26
1332,허준,-0.13,55,102,89,5,17,2,0,1,22,11,0,1,7,2.0,0.0,25.0,2.0,4.0,0.0,,,,,,,-0.13,2011,C,1981-07-20
1333,나경민,-0.13,97,129,117,37,30,5,2,1,42,11,20,3,7,2.0,0.0,37.0,1.0,2.0,1.0,,,,,,,-0.13,2017,CF,1991-12-12
1334,유선정,-0.13,37,50,39,1,3,0,1,0,5,1,0,0,10,0.0,0.0,11.0,0.0,1.0,0.0,,,,,,,-0.13,2011,C,1986-08-21
1335,백상원,-0.13,31,26,22,7,4,0,0,0,4,2,0,0,3,0.0,0.0,3.0,0.0,0.0,1.0,,,,,,,-0.13,2014,DH,1988-01-02
1336,심광호,-0.14,43,82,73,4,15,3,0,0,18,6,1,1,3,1.0,0.0,19.0,1.0,4.0,1.0,,,,,,,-0.14,2012,C,1977-08-01
1337,최희섭,-0.14,42,149,125,18,32,3,0,6,53,20,0,0,22,1.0,0.0,34.0,2.0,0.0,1.0,,,,,,,-0.14,2015,DH,1979-03-16
1338,채태인,-0.14,124,417,370,29,106,14,3,7,147,72,0,1,36,2.0,1.0,92.0,13.0,0.0,9.0,,,,,,,-0.14,2016,1B,1982-10-11
1339,장승현,-0.14,35,46,41,3,7,2,0,0,9,3,0,0,3,1.0,0.0,13.0,0.0,0.0,1.0,,,,,,,-0.14,2019,C,1994-03-07
1340,김민식,-0.14,53,116,96,6,16,2,0,0,18,14,2,0,15,3.0,0.0,29.0,1.0,0.0,2.0,,,,,,,-0.14,2019,C,1989-06-28
1341,박찬도,-0.14,54,82,73,13,17,4,1,0,23,5,3,3,8,0.0,0.0,28.0,0.0,1.0,0.0,,,,,,,-0.14,2018,RF,1989-02-22
1342,이종환,-0.14,31,33,29,3,8,1,0,0,9,4,0,0,3,0.0,2.0,10.0,1.0,0.0,1.0,,,,,,,-0.14,2016,DH,1986-05-08
1343,윤진호,-0.14,30,13,12,3,1,0,0,0,1,1,1,0,0,0.0,0.0,3.0,0.0,1.0,0.0,,,,,,,-0.14,2015,3B,1986-06-23
1344,오정복,-0.14,47,79,69,9,16,4,0,0,20,7,2,0,7,1.0,0.0,9.0,2.0,0.0,2.0,,,,,,,-0.14,2014,LF,1986-10-13
1345,우동균,-0.14,30,43,39,2,9,1,0,0,10,7,0,0,4,0.0,0.0,8.0,1.0,0.0,0.0,,,,,,,-0.14,2014,DH,1989-12-03
1346,장민석,-0.14,53,63,53,15,10,2,0,0,12,4,0,1,7,1.0,0.0,13.0,0.0,1.0,1.0,,,,,,,-0.14,2015,RF,1982-05-09
1347,연경흠,-0.14,42,71,62,3,11,2,0,1,16,5,0,0,9,0.0,1.0,16.0,2.0,0.0,0.0,,,,,,,-0.14,2012,LF,1983-09-14
1348,이해창,-0.15,83,174,162,19,35,4,0,8,63,24,0,3,8,3.0,0.0,49.0,3.0,1.0,0.0,,,,,,,-0.15,2018,C,1987-05-11
1349,황윤호,-0.15,36,17,15,8,2,0,1,0,4,0,0,0,1,1.0,0.0,4.0,0.0,0.0,0.0,,,,,,,-0.15,2017,2B,1993-09-22
1350,국해성,-0.15,57,96,86,15,18,3,0,3,30,17,0,0,5,4.0,0.0,23.0,2.0,0.0,1.0,,,,,,,-0.15,2017,RF,1989-10-08
1351,조성우,-0.15,54,111,98,17,20,0,0,4,32,11,6,1,10,0.0,0.0,23.0,0.0,2.0,1.0,,,,,,,-0.15,2013,1B,1988-02-08
1352,임병욱,-0.15,40,52,43,13,8,1,1,1,14,3,2,4,9,0.0,0.0,23.0,1.0,0.0,0.0,,,,,,,-0.15,2015,DH,1995-09-30
1353,김문호,-0.15,56,95,79,10,16,3,0,0,19,2,1,3,11,3.0,1.0,22.0,1.0,2.0,0.0,,,,,,,-0.15,2012,LF,1987-06-22
1354,김웅빈,-0.15,67,142,135,18,34,8,0,3,51,19,0,0,6,1.0,0.0,33.0,3.0,0.0,0.0,0.252,0.289,0.37799999999999995,0.667,0.297,66.1,-0.15,2017,1B,1996-02-09
1355,용덕한,-0.16,88,116,104,16,22,3,0,2,31,7,0,0,8,1.0,0.0,21.0,5.0,2.0,1.0,0.212,0.272,0.298,0.57,0.262,38.4,-0.16,2016,C,1981-04-09
1356,손시헌,-0.16,67,150,128,12,24,4,0,2,34,14,2,0,15,5.0,0.0,20.0,3.0,1.0,1.0,0.188,0.295,0.266,0.561,0.266,45.2,-0.16,2018,SS,1980-10-19
