,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일,연봉,나이
1118,장성우,0.52,43,99,84,10,23,4,0,1,30,9,0,0,12,1.0,0.0,19.0,1.0,0.0,2.0,0.274,0.364,0.35700000000000004,0.721,0.339,88.3,0.52,2014,C,1990-01-17,5500,25
1119,장성우,0.79,127,393,356,41,92,13,0,13,144,48,1,1,32,2.0,0.0,82.0,8.0,1.0,2.0,0.258,0.321,0.404,0.726,0.32,79.1,0.79,2018,C,1990-01-17,7300,29
1120,장성우,-0.35,61,108,100,5,18,4,0,1,25,7,0,1,6,0.0,0.0,27.0,0.0,2.0,0.0,0.18,0.226,0.25,0.476,0.221,20.0,-0.35,2010,C,1990-01-17,4300,21
1121,장성우,1.32,126,412,365,25,96,7,0,7,124,41,0,1,35,2.0,2.0,86.0,11.0,4.0,6.0,0.263,0.326,0.34,0.6659999999999999,0.309,83.6,1.32,2019,C,1990-01-17,13500,30
1122,장성우,0.34,118,348,294,28,68,11,1,8,105,46,0,4,43,2.0,1.0,59.0,13.0,4.0,5.0,0.231,0.329,0.35700000000000004,0.6859999999999999,0.309,72.5,0.34,2017,C,1990-01-17,7300,28
1123,장성호,2.5,130,501,429,57,113,28,0,9,168,52,2,3,67,2.0,1.0,63.0,11.0,1.0,2.0,0.263,0.364,0.392,0.7559999999999999,0.358,123.2,2.5,2012,1B,1977-10-18,18000,36
1124,장성호,0.06,74,279,237,34,58,8,0,4,78,29,0,2,35,2.0,1.0,35.0,9.0,3.0,2.0,0.245,0.344,0.329,0.6729999999999999,0.317,83.7,0.06,2010,1B,1977-10-18,20000,34
1125,장성호,0.35,49,114,94,11,29,4,0,1,36,16,1,0,17,2.0,0.0,15.0,3.0,0.0,1.0,0.309,0.421,0.383,0.804,0.381,118.4,0.35,2015,DH,1977-10-18,14000,39
1126,장성호,0.71,83,278,241,21,64,10,1,4,88,27,0,1,35,2.0,4.0,36.0,5.0,0.0,0.0,0.266,0.363,0.365,0.7290000000000001,0.345,101.7,0.71,2013,1B,1977-10-18,14000,37
1127,장성호,1.41,116,478,390,53,95,13,0,8,132,37,0,6,81,4.0,2.0,66.0,9.0,3.0,0.0,0.244,0.379,0.338,0.7170000000000001,0.34700000000000003,108.1,1.41,2011,1B,1977-10-18,13000,35
1128,장승현,-0.14,35,46,41,3,7,2,0,0,9,3,0,0,3,1.0,0.0,13.0,0.0,0.0,1.0,,,,,,,-0.14,2019,C,1994-03-07,3500,26
1129,장영석,1.27,60,212,186,30,50,14,0,12,100,38,0,0,17,9.0,0.0,50.0,4.0,0.0,0.0,0.269,0.359,0.5379999999999999,0.8959999999999999,0.386,128.2,1.27,2017,1B,1990-05-14,6000,28
1130,장영석,-0.21,35,89,78,7,14,2,1,0,18,7,0,0,5,4.0,0.0,22.0,2.0,1.0,1.0,0.179,0.261,0.231,0.4920000000000001,0.242,35.9,-0.21,2011,3B,1990-05-14,3300,22
1131,장영석,0.53,119,413,372,41,92,15,0,7,128,62,0,0,27,9.0,0.0,77.0,14.0,0.0,5.0,0.247,0.31,0.344,0.654,0.307,83.4,0.53,2019,3B,1990-05-14,7500,30
1132,장영석,0.16,93,221,196,24,44,15,0,7,80,25,1,0,23,2.0,0.0,61.0,2.0,0.0,0.0,0.224,0.312,0.408,0.72,0.317,79.8,0.16,2018,1B,1990-05-14,6000,29
1133,장영석,0.17,64,163,138,16,32,6,0,5,53,19,0,0,12,9.0,1.0,45.0,3.0,3.0,1.0,0.232,0.331,0.384,0.715,0.324,88.0,0.17,2010,1B,1990-05-14,3800,21
1134,장운호,-0.26,42,141,114,17,29,4,0,2,39,8,5,2,10,6.0,0.0,27.0,4.0,11.0,0.0,0.254,0.34600000000000003,0.342,0.688,0.3,63.9,-0.26,2015,RF,1994-02-20,4200,22
1135,장운호,-0.29,51,85,76,7,18,2,1,0,22,11,0,0,4,2.0,0.0,16.0,1.0,3.0,0.0,0.237,0.293,0.289,0.5820000000000001,0.268,40.4,-0.29,2016,LF,1994-02-20,4200,23
1136,장운호,-0.25,39,70,64,7,17,1,0,1,21,7,1,1,1,1.0,0.0,10.0,1.0,4.0,0.0,0.266,0.28800000000000003,0.328,0.616,0.268,36.5,-0.25,2014,CF,1994-02-20,4200,21
1137,장진혁,0.61,113,349,315,42,80,16,5,1,109,24,13,5,26,5.0,0.0,74.0,4.0,2.0,1.0,0.254,0.32,0.34600000000000003,0.6659999999999999,0.312,88.2,0.61,2019,CF,1993-09-30,5800,27
1138,장진혁,-0.2,50,48,42,9,9,4,1,0,15,2,1,2,4,2.0,0.0,11.0,0.0,0.0,0.0,0.214,0.313,0.35700000000000004,0.67,0.304,69.2,-0.2,2018,LF,1993-09-30,2800,26
1139,전근표,-0.1,40,103,88,12,20,3,0,1,26,7,1,1,12,0.0,0.0,26.0,2.0,3.0,0.0,0.227,0.32,0.295,0.616,0.289,65.0,-0.1,2010,RF,1977-03-05,3300,34
1140,전민수,0.08,75,105,95,8,23,7,0,0,30,8,2,1,9,0.0,0.0,18.0,4.0,1.0,0.0,0.242,0.308,0.316,0.624,0.294,74.1,0.08,2019,DH,1989-03-18,5000,31
1141,전민수,0.03,55,145,130,20,36,8,0,1,47,8,2,1,11,0.0,0.0,25.0,2.0,3.0,1.0,0.277,0.331,0.362,0.693,0.31,,0.03,2017,LF,1989-03-18,5100,29
1142,전민수,0.7,74,240,213,31,65,14,1,3,90,29,5,2,19,4.0,0.0,46.0,4.0,4.0,0.0,0.305,0.373,0.423,0.795,0.361,100.2,0.7,2016,RF,1989-03-18,5000,28
1143,전준우,2.24,113,470,415,69,121,23,2,14,190,66,7,4,34,9.0,0.0,71.0,10.0,9.0,3.0,0.292,0.35600000000000004,0.458,0.8140000000000001,0.35700000000000004,97.8,2.24,2014,CF,1986-02-25,20500,29
1144,전준우,3.35,110,496,455,76,146,27,1,18,229,69,2,4,30,7.0,2.0,70.0,11.0,2.0,2.0,0.321,0.37,0.503,0.8740000000000001,0.381,120.4,3.35,2017,CF,1986-02-25,27000,32
1145,전준우,5.43,133,601,539,97,162,38,5,11,243,64,23,9,50,7.0,4.0,101.0,14.0,2.0,3.0,0.301,0.366,0.451,0.816,0.375,126.6,5.43,2011,CF,1986-02-25,13000,26
1146,전준우,5.67,144,614,556,118,190,36,2,33,329,90,7,7,48,7.0,1.0,82.0,12.0,1.0,2.0,0.342,0.4,0.5920000000000001,0.991,0.421,146.3,5.67,2018,LF,1986-02-25,27000,33
1147,전준우,4.24,141,606,545,85,164,30,1,22,262,83,8,2,46,7.0,2.0,71.0,19.0,1.0,7.0,0.301,0.359,0.481,0.8390000000000001,0.379,130.6,4.24,2019,LF,1986-02-25,50000,34
1148,전준우,3.14,114,394,350,56,101,14,2,19,176,57,16,7,26,8.0,0.0,89.0,7.0,5.0,5.0,0.289,0.34700000000000003,0.503,0.85,0.3720000000000001,120.2,3.14,2010,CF,1986-02-25,7500,25
1149,전준우,3.31,128,537,455,65,125,25,1,7,173,66,19,8,65,5.0,0.0,77.0,15.0,5.0,7.0,0.275,0.3670000000000001,0.38,0.747,0.35200000000000004,106.6,3.31,2013,CF,1986-02-25,16000,28
1150,전준우,2.99,122,520,459,63,116,22,4,7,167,38,21,8,45,7.0,0.0,103.0,16.0,6.0,3.0,0.253,0.327,0.364,0.691,0.324,100.1,2.99,2012,CF,1986-02-25,15000,27
1151,전현태,0.11,100,185,156,34,32,3,0,5,50,21,25,8,26,0.0,0.0,52.0,0.0,2.0,1.0,0.205,0.317,0.321,0.638,0.3,72.5,0.11,2010,1B,1986-07-09,3200,25
1152,전현태,0.18,78,87,69,26,13,1,0,2,20,11,7,4,13,2.0,1.0,27.0,0.0,2.0,1.0,0.188,0.329,0.29,0.619,0.295,72.6,0.18,2011,2B,1986-07-09,3700,26
1153,정경운,-0.23,46,121,106,8,25,2,1,1,32,7,2,0,9,0.0,0.0,24.0,2.0,4.0,2.0,0.236,0.29100000000000004,0.302,0.593,0.264,44.1,-0.23,2017,SS,1993-08-09,"900,000-",25
1154,정근우,2.96,90,385,326,60,100,19,0,6,137,40,20,9,38,4.0,2.0,37.0,10.0,15.0,2.0,0.307,0.384,0.42,0.804,0.362,118.4,2.96,2011,2B,1982-10-02,31000,30
1155,정근우,4.91,126,552,468,99,148,30,2,12,218,66,21,6,61,8.0,1.0,66.0,14.0,13.0,2.0,0.316,0.403,0.466,0.868,0.384,119.2,4.91,2015,2B,1982-10-02,70000,34
1156,정근우,4.37,138,650,575,121,178,31,2,18,267,88,22,6,60,9.0,2.0,58.0,14.0,1.0,5.0,0.31,0.381,0.464,0.845,0.381,112.5,4.37,2016,2B,1982-10-02,70000,35
1157,정근우,0.75,88,305,277,37,77,10,1,3,98,30,8,5,20,4.0,1.0,43.0,11.0,3.0,1.0,0.278,0.334,0.354,0.688,0.32,94.3,0.75,2019,CF,1982-10-02,35000,38
1158,정근우,3.67,125,549,464,91,137,28,5,6,193,44,32,3,66,9.0,0.0,56.0,11.0,7.0,3.0,0.295,0.391,0.416,0.807,0.369,101.7,3.67,2014,2B,1982-10-02,70000,33
1159,정근우,3.05,128,563,485,75,148,25,2,2,183,48,33,13,47,8.0,5.0,51.0,9.0,22.0,1.0,0.305,0.375,0.377,0.753,0.338,97.6,3.05,2010,2B,1982-10-02,31000,29
1160,정근우,1.64,102,425,375,63,114,24,1,11,173,57,6,5,39,7.0,1.0,43.0,12.0,1.0,3.0,0.304,0.377,0.461,0.8390000000000001,0.369,111.8,1.64,2018,2B,1982-10-02,70000,37
1161,정근우,3.2,112,476,407,64,114,19,3,9,166,35,28,11,50,7.0,6.0,48.0,6.0,11.0,1.0,0.28,0.368,0.408,0.7759999999999999,0.353,107.5,3.2,2013,2B,1982-10-02,70000,32
1162,정근우,3.08,105,442,391,73,129,22,0,11,184,46,6,6,32,10.0,3.0,48.0,12.0,5.0,3.0,0.33,0.392,0.471,0.863,0.379,120.1,3.08,2017,2B,1982-10-02,70000,36
1163,정근우,2.93,127,534,467,53,124,13,4,8,169,46,22,12,47,6.0,3.0,33.0,10.0,12.0,2.0,0.266,0.339,0.362,0.701,0.325,100.5,2.93,2012,2B,1982-10-02,55000,31
1164,정범모,-0.01,72,192,170,17,30,10,0,3,49,13,7,5,13,1.0,0.0,55.0,6.0,7.0,1.0,,,,,,,-0.01,2012,C,1987-03-26,4100,26
1165,정범모,0.59,88,205,178,14,44,12,0,1,59,17,2,1,15,2.0,0.0,43.0,2.0,9.0,0.0,0.247,0.313,0.331,0.644,0.294,67.3,0.59,2013,C,1987-03-26,5300,27
1166,정범모,0.54,85,212,186,18,47,10,0,6,75,23,1,0,17,1.0,0.0,39.0,8.0,5.0,3.0,0.253,0.314,0.403,0.7170000000000001,0.314,66.9,0.54,2014,C,1987-03-26,6000,28
1167,정병곤,-0.33,54,71,61,12,13,1,0,0,14,5,0,0,3,1.0,0.0,15.0,2.0,5.0,1.0,0.213,0.258,0.23,0.487,0.222,17.9,-0.33,2013,2B,1988-03-23,3500,26
1168,정병곤,-0.11,74,82,74,16,16,0,0,2,22,7,1,0,4,2.0,0.0,21.0,3.0,2.0,0.0,0.21600000000000005,0.275,0.297,0.5720000000000001,0.259,40.7,-0.11,2017,SS,1988-03-23,4500,30
1169,정보명,0.25,30,86,76,6,22,5,1,0,29,9,0,1,8,0.0,0.0,15.0,1.0,1.0,1.0,0.289,0.353,0.382,0.735,0.338,97.3,0.25,2010,LF,1980-08-23,6000,31
1170,정상호,-0.05,70,128,112,11,25,4,0,1,32,9,0,1,8,5.0,0.0,35.0,3.0,3.0,0.0,,,,,,,-0.05,2018,C,1982-12-24,50000,37
1171,정상호,0.76,100,269,235,36,56,13,1,9,98,39,0,1,18,5.0,0.0,67.0,3.0,10.0,1.0,0.238,0.305,0.417,0.722,0.309,70.8,0.76,2014,C,1982-12-24,15500,33
1172,정상호,2.4,112,401,366,40,95,19,0,11,147,50,0,2,22,8.0,1.0,96.0,10.0,3.0,2.0,0.26,0.314,0.402,0.716,0.329,95.9,2.4,2011,C,1982-12-24,13000,30
1173,정상호,0.26,79,150,137,16,36,3,0,3,48,17,0,0,4,5.0,0.0,32.0,8.0,4.0,0.0,0.263,0.308,0.35,0.659,0.293,66.3,0.26,2017,C,1982-12-24,50000,36
1174,정상호,1.51,113,324,279,34,71,11,1,12,120,49,1,2,22,15.0,0.0,80.0,2.0,8.0,0.0,0.254,0.342,0.43,0.772,0.34,97.1,1.51,2015,C,1982-12-24,50000,34
1175,정상호,0.67,78,206,176,13,38,12,0,4,62,24,0,2,15,4.0,1.0,61.0,3.0,8.0,3.0,0.21600000000000005,0.28800000000000003,0.35200000000000004,0.64,0.28800000000000003,74.3,0.67,2012,C,1982-12-24,13000,31
1176,정상호,1.02,35,66,62,14,20,4,0,6,42,14,0,0,2,2.0,0.0,19.0,2.0,0.0,0.0,0.32299999999999995,0.364,0.677,1.041,0.448,171.5,1.02,2010,C,1982-12-24,10000,29
1177,정상호,-0.33,77,159,132,12,24,5,0,1,32,10,0,1,17,4.0,0.0,39.0,2.0,4.0,2.0,0.182,0.29,0.242,0.5329999999999999,0.258,35.1,-0.33,2016,C,1982-12-24,50000,35
1178,정상호,1.85,82,236,201,26,58,11,0,6,87,26,1,0,20,4.0,0.0,47.0,7.0,8.0,3.0,0.289,0.36,0.433,0.7929999999999999,0.35600000000000004,109.5,1.85,2013,C,1982-12-24,15500,32
1179,정성훈,1.55,111,418,365,52,96,20,1,4,130,38,3,1,41,4.0,1.0,58.0,14.0,6.0,2.0,0.263,0.342,0.35600000000000004,0.698,0.32299999999999995,87.6,1.55,2010,3B,1980-06-27,35000,31
1180,정성훈,5.5,107,438,365,50,113,27,3,12,182,53,3,3,65,1.0,2.0,62.0,13.0,2.0,5.0,0.31,0.411,0.499,0.909,0.416,164.8,5.5,2012,3B,1980-06-27,50000,33
1181,정성훈,4.66,121,477,407,64,127,22,1,9,178,62,13,6,59,7.0,0.0,58.0,12.0,0.0,4.0,0.312,0.405,0.4370000000000001,0.8420000000000001,0.396,137.7,4.66,2013,3B,1980-06-27,50000,34
1182,정성훈,1.37,126,418,370,58,119,22,1,6,161,64,8,4,33,5.0,1.0,59.0,9.0,5.0,5.0,0.322,0.38,0.435,0.815,0.369,107.7,1.37,2016,1B,1980-06-27,30000,37
1183,정성훈,0.7,88,205,183,22,54,11,0,4,77,28,0,1,16,5.0,1.0,49.0,5.0,0.0,1.0,0.295,0.366,0.421,0.787,0.35100000000000003,102.7,0.7,2018,1B,1980-06-27,30000,39
1184,정성훈,1.68,117,440,363,47,103,16,1,9,148,45,9,4,54,13.0,5.0,65.0,9.0,6.0,4.0,0.284,0.392,0.408,0.799,0.361,113.0,1.68,2015,1B,1980-06-27,50000,36
1185,정성훈,1.55,115,321,276,32,86,14,0,6,118,30,4,3,36,6.0,2.0,49.0,4.0,1.0,2.0,0.312,0.4,0.428,0.828,0.375,121.2,1.55,2017,1B,1980-06-27,30000,38
1186,정성훈,3.51,127,494,422,61,123,18,1,10,173,57,9,2,49,5.0,1.0,69.0,16.0,11.0,7.0,0.29100000000000004,0.3670000000000001,0.41,0.7759999999999999,0.355,113.6,3.51,2011,3B,1980-06-27,35000,32
1187,정성훈,3.96,112,455,383,71,126,25,1,13,192,59,10,2,59,7.0,2.0,56.0,13.0,2.0,4.0,0.329,0.424,0.501,0.925,0.413,144.4,3.96,2014,1B,1980-06-27,50000,35
1188,정수빈,1.49,76,156,143,35,46,8,6,1,69,19,13,3,10,0.0,0.0,25.0,2.0,1.0,2.0,0.322,0.361,0.483,0.8440000000000001,0.376,122.9,1.49,2010,CF,1990-10-07,5200,21
1189,정수빈,3.3,128,507,431,79,132,18,7,6,182,49,32,5,41,11.0,1.0,68.0,8.0,22.0,2.0,0.306,0.379,0.422,0.802,0.35200000000000004,99.7,3.3,2014,CF,1990-10-07,28000,25
1190,정수빈,1.38,125,260,228,57,63,2,8,2,87,29,23,8,16,6.0,0.0,29.0,1.0,8.0,2.0,0.276,0.337,0.382,0.7190000000000001,0.328,90.2,1.38,2013,CF,1990-10-07,13700,24
1191,정수빈,0.66,101,357,315,46,74,11,7,0,99,32,24,6,18,3.0,1.0,46.0,5.0,19.0,2.0,0.235,0.281,0.314,0.595,0.266,59.3,0.66,2012,CF,1990-10-07,10000,23
1192,정수빈,2.29,128,570,491,79,145,27,7,2,192,59,15,9,43,11.0,1.0,70.0,9.0,19.0,6.0,0.295,0.361,0.391,0.752,0.334,91.2,2.29,2015,CF,1990-10-07,28000,26
1193,정수빈,2.05,123,513,441,75,117,19,5,0,146,42,26,8,57,6.0,0.0,60.0,6.0,4.0,5.0,0.265,0.354,0.331,0.685,0.325,94.8,2.05,2019,CF,1990-10-07,34000,30
1194,정수빈,2.65,128,476,414,66,118,17,8,1,154,38,31,8,40,11.0,0.0,77.0,5.0,8.0,3.0,0.285,0.361,0.3720000000000001,0.733,0.343,105.5,2.65,2011,RF,1990-10-07,9000,22
1195,정수빈,0.05,114,305,269,49,65,7,2,2,82,20,12,4,25,6.0,0.0,48.0,7.0,4.0,1.0,0.242,0.319,0.305,0.624,0.29600000000000004,,0.05,2016,CF,1990-10-07,28000,27
1196,정수성,-0.26,37,20,18,8,2,1,0,0,3,0,3,2,1,0.0,0.0,7.0,0.0,1.0,0.0,0.111,0.158,0.16699999999999998,0.325,0.151,-28.8,-0.26,2013,RF,1978-03-04,6000,36
1197,정수성,0.63,87,244,203,37,44,7,3,2,63,9,19,9,29,5.0,1.0,42.0,1.0,6.0,1.0,0.217,0.328,0.31,0.638,0.302,84.4,0.63,2012,RF,1978-03-04,6000,35
1198,정원석,0.49,82,291,248,23,62,11,0,4,85,26,3,3,32,6.0,1.0,58.0,7.0,5.0,0.0,0.25,0.35,0.343,0.6920000000000001,0.328,94.9,0.49,2011,1B,1977-03-27,5000,35
1199,정원석,3.04,118,428,353,39,106,20,3,7,153,42,14,9,40,16.0,2.0,73.0,12.0,11.0,8.0,0.3,0.389,0.433,0.8220000000000001,0.3670000000000001,116.8,3.04,2010,2B,1977-03-27,7000,34
1200,정은원,0.32,98,227,201,33,50,5,3,4,73,20,5,1,22,1.0,0.0,50.0,0.0,2.0,1.0,0.249,0.324,0.363,0.688,0.308,71.5,0.32,2018,2B,2000-01-17,2700,19
1201,정은원,2.06,142,624,564,83,148,27,6,8,211,57,14,7,48,0.0,0.0,101.0,6.0,6.0,6.0,0.262,0.317,0.374,0.691,0.317,91.8,2.06,2019,2B,2000-01-17,12000,20
1202,정의윤,1.15,116,405,367,42,100,15,5,5,140,47,5,4,26,8.0,2.0,45.0,10.0,1.0,3.0,0.272,0.332,0.381,0.713,0.333,93.6,1.15,2013,LF,1986-07-25,12000,28
1203,정의윤,2.0,144,616,576,68,179,32,1,27,294,100,2,3,25,10.0,3.0,76.0,15.0,0.0,5.0,0.311,0.34700000000000003,0.51,0.858,0.375,109.8,2.0,2016,RF,1986-07-25,30000,31
1204,정의윤,0.26,73,239,217,27,59,9,0,11,101,38,1,1,19,2.0,1.0,29.0,8.0,0.0,1.0,0.272,0.335,0.465,0.8,0.345,94.9,0.26,2018,DH,1986-07-25,30000,33
1205,정의윤,1.4,112,381,349,44,112,16,0,15,173,45,0,1,19,9.0,0.0,61.0,11.0,0.0,4.0,0.321,0.368,0.496,0.863,0.379,119.7,1.4,2017,DH,1986-07-25,30000,32
1206,정의윤,0.39,97,292,261,29,69,14,0,7,104,38,5,4,21,5.0,1.0,40.0,9.0,2.0,3.0,0.264,0.328,0.398,0.726,0.325,85.6,0.39,2014,LF,1986-07-25,12000,29
1207,정의윤,-0.22,93,272,242,13,62,9,0,0,71,23,3,2,17,4.0,1.0,32.0,7.0,6.0,3.0,0.256,0.312,0.293,0.605,0.285,65.5,-0.22,2011,LF,1986-07-25,5000,26
1208,정의윤,1.68,110,419,380,44,107,24,0,13,170,59,0,0,30,6.0,1.0,60.0,9.0,0.0,2.0,0.282,0.342,0.447,0.79,0.359,115.8,1.68,2019,DH,1986-07-25,30000,34
1209,정의윤,0.98,81,256,233,19,66,18,1,2,92,27,2,2,13,3.0,1.0,34.0,4.0,3.0,4.0,0.28300000000000003,0.324,0.395,0.7190000000000001,0.33,104.3,0.98,2012,LF,1986-07-25,7200,27
1210,정의윤,2.46,91,297,259,38,83,14,0,14,139,51,5,0,26,9.0,0.0,46.0,6.0,0.0,3.0,0.32,0.397,0.537,0.934,0.411,145.6,2.46,2015,DH,1986-07-25,12000,30
1211,정주현,0.85,115,339,303,48,79,14,2,6,115,31,18,3,27,2.0,0.0,68.0,9.0,6.0,1.0,0.261,0.324,0.38,0.7040000000000001,0.31,76.9,0.85,2018,2B,1990-10-13,5000,29
1212,정주현,0.34,61,104,83,21,18,4,2,0,26,15,10,4,16,0.0,0.0,19.0,1.0,4.0,1.0,0.217,0.34,0.313,0.653,0.306,75.3,0.34,2013,2B,1990-10-13,5000,24
1213,정주현,0.01,129,425,376,53,87,19,2,2,116,27,15,6,31,,,,,,,,,,,,,,2019,2B,1990-10-13,12500,30
1214,정진기,0.13,90,212,197,37,46,5,1,11,86,35,4,0,9,4.0,0.0,55.0,1.0,2.0,0.0,0.234,0.281,0.4370000000000001,0.718,0.308,70.9,0.13,2017,LF,1992-10-10,6200,26
1215,정진기,-0.54,96,212,201,33,49,8,1,3,68,17,11,3,6,2.0,0.0,45.0,2.0,3.0,0.0,0.244,0.273,0.338,0.611,0.269,46.6,-0.54,2018,CF,1992-10-10,6200,27
1216,정진호,0.67,97,224,198,43,56,11,2,5,86,31,1,1,19,1.0,1.0,32.0,2.0,4.0,2.0,0.28300000000000003,0.34600000000000003,0.434,0.78,0.339,98.2,0.67,2017,RF,1988-10-02,8500,30
1217,정진호,-0.05,46,84,75,14,17,2,0,0,19,5,8,3,6,1.0,0.0,13.0,1.0,1.0,1.0,,,,,,,-0.05,2012,RF,1988-10-02,5200,25
1218,정진호,-0.33,47,37,35,7,4,1,0,0,5,3,4,0,2,0.0,0.0,6.0,1.0,0.0,0.0,0.114,0.162,0.14300000000000002,0.305,0.153,-25.5,-0.33,2011,LF,1988-10-02,2600,24
1219,정진호,-0.37,66,110,96,13,20,0,0,1,23,3,5,2,11,0.0,0.0,24.0,2.0,3.0,0.0,0.208,0.29,0.24,0.529,0.254,47.1,-0.37,2019,RF,1988-10-02,11300,32
1220,정진호,0.03,77,172,154,37,36,5,3,4,59,18,6,3,14,1.0,0.0,24.0,0.0,3.0,0.0,0.234,0.302,0.383,0.685,0.304,,0.03,2015,LF,1988-10-02,5200,28
1221,정진호,0.27,31,32,24,9,9,0,1,0,11,3,0,2,6,2.0,0.0,1.0,0.0,0.0,0.0,0.375,0.531,0.458,0.99,0.473,169.9,0.27,2016,LF,1988-10-02,4700,29
1222,정진호,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1.0,0.0,44.0,8.0,9.0,1.0,0.301,0.348,0.375,0.7240000000000001,0.319,81.3,0.47,2018,RF,1988-10-02,8500,31
1223,정현,1.95,124,399,350,45,105,20,3,6,149,42,4,2,18,22.0,0.0,70.0,14.0,6.0,3.0,0.3,0.369,0.426,0.795,0.355,102.4,1.95,2017,SS,1994-06-01,7800,24
1224,정현,-0.07,65,132,117,16,31,7,0,2,44,9,3,0,9,0.0,0.0,28.0,3.0,6.0,0.0,0.265,0.318,0.376,0.6940000000000001,0.297,63.2,-0.07,2018,SS,1994-06-01,7800,25
1225,정현석,2.12,121,403,356,47,102,15,1,4,131,27,4,5,37,7.0,1.0,64.0,14.0,3.0,0.0,0.287,0.365,0.368,0.733,0.349,104.4,2.12,2013,CF,1984-03-01,8000,30
1226,정현석,0.6,43,133,116,20,36,6,0,1,45,12,0,0,13,2.0,1.0,24.0,3.0,2.0,0.0,0.31,0.389,0.388,0.777,0.35600000000000004,100.7,0.6,2015,RF,1984-03-01,9500,32
1227,정현석,-0.22,53,118,102,15,23,3,0,3,35,6,0,2,11,3.0,0.0,21.0,6.0,2.0,0.0,0.225,0.319,0.343,0.662,0.304,61.1,-0.22,2014,RF,1984-03-01,9500,31
1228,정현석,0.19,114,227,202,20,53,10,0,4,75,24,3,3,15,3.0,0.0,28.0,4.0,6.0,1.0,0.262,0.321,0.371,0.693,0.313,80.8,0.19,2010,RF,1984-03-01,5000,27
1229,정형식,1.72,118,325,274,44,65,11,3,4,94,19,22,4,30,6.0,0.0,48.0,5.0,12.0,3.0,0.237,0.32299999999999995,0.343,0.6659999999999999,0.307,87.6,1.72,2012,CF,1991-01-28,6000,22
1230,정형식,2.02,120,334,278,49,76,20,5,3,115,43,7,9,31,12.0,0.0,58.0,4.0,12.0,1.0,0.273,0.37,0.414,0.7829999999999999,0.35600000000000004,109.7,2.02,2013,CF,1991-01-28,6000,23
1231,정형식,0.25,52,88,74,9,17,3,0,1,23,5,4,3,12,0.0,0.0,15.0,0.0,2.0,0.0,0.23,0.337,0.311,0.648,0.31,82.6,0.25,2011,CF,1991-01-28,4000,21
1232,정훈,-0.06,88,222,190,26,43,4,1,2,55,17,4,3,23,5.0,1.0,47.0,4.0,3.0,1.0,,,,,,,-0.06,2019,1B,1987-07-18,6400,33
1233,정훈,-0.24,78,137,125,12,25,4,1,2,37,12,1,0,3,0.0,0.0,42.0,2.0,8.0,1.0,0.2,0.217,0.29600000000000004,0.513,0.225,30.5,-0.24,2012,SS,1987-07-18,4200,26
1234,정훈,3.32,124,558,477,89,140,27,7,3,190,58,8,4,62,11.0,0.0,105.0,10.0,6.0,2.0,0.294,0.386,0.398,0.784,0.362,103.6,3.32,2014,2B,1987-07-18,21000,28
1235,정훈,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14.0,2.0,102.0,14.0,7.0,3.0,0.3,0.382,0.42,0.802,0.363,110.1,3.41,2015,2B,1987-07-18,21000,29
1236,정훈,1.68,113,398,341,50,88,15,3,5,124,37,7,3,30,8.0,0.0,54.0,8.0,14.0,5.0,0.258,0.328,0.364,0.6920000000000001,0.316,82.2,1.68,2013,SS,1987-07-18,8000,27
1237,정훈,0.91,91,194,174,33,53,10,1,7,86,26,4,2,16,1.0,1.0,39.0,4.0,0.0,3.0,0.305,0.361,0.494,0.855,0.3670000000000001,110.7,0.91,2018,1B,1987-07-18,10000,32
1238,정훈,0.73,121,439,370,48,97,18,2,2,125,46,7,7,43,16.0,0.0,75.0,12.0,8.0,2.0,0.262,0.362,0.338,0.7,0.331,82.5,0.73,2016,2B,1987-07-18,15000,30
1239,정훈,0.56,68,136,109,16,27,8,2,1,42,6,3,1,18,5.0,0.0,28.0,4.0,3.0,1.0,0.248,0.376,0.385,0.7609999999999999,0.344,96.8,0.56,2017,2B,1987-07-18,10000,31
1240,조동찬,3.06,95,377,332,61,97,20,2,9,148,51,33,5,28,7.0,2.0,75.0,3.0,9.0,1.0,0.292,0.359,0.446,0.805,0.35700000000000004,109.9,3.06,2010,3B,1983-07-27,13500,28
1241,조동찬,0.26,31,87,74,8,20,4,0,1,27,6,5,2,10,1.0,0.0,21.0,5.0,1.0,1.0,0.27,0.361,0.365,0.725,0.336,84.0,0.26,2014,3B,1983-07-27,40000,32
1242,조동찬,2.84,94,313,270,40,77,15,2,6,114,39,12,3,28,6.0,0.0,68.0,3.0,6.0,2.0,0.285,0.363,0.422,0.785,0.361,125.8,2.84,2012,2B,1983-07-27,15000,30
1243,조동찬,0.56,85,235,208,27,45,7,0,4,64,25,18,1,19,2.0,0.0,47.0,4.0,3.0,3.0,0.21600000000000005,0.285,0.308,0.5920000000000001,0.279,61.8,0.56,2011,3B,1983-07-27,11000,29
